Name,Bottle Size,Original Price,Discounted Price,Img link
SBL Calendula Cream,tube of 25 gm Cream,₹75,₹65,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/gwd1ezxhidjquhef9c5r/sbl-yohimbinum-mother-tincture-q.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 2 bottles,₹398,₹279,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/wxljp5wozcge8mqrihst/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
SBL Phytolacca Berry Mother Tincture Q,bottle of 30 ml Mother Tincture,₹240,₹216,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/nz3gmcmfjp7awlnwcqr0/dr.-reckeweg-pulsatilla-dilution-30-ch.jpg"
Dr. Reckeweg R16 Migraine and Neuralgia Drop,bottle of 22 ml Drop,₹270,₹252,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/gownmlxdttab0pch2gma/bakson-s-kali-phosphoricum-biochemic-tablet-6x.jpg"
Dr. Reckeweg Ashwagandha Mother Tincture Q,bottle of 20 ml Mother Tincture,₹335,₹329,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/w23e4h9klzcedjaf7jag/dr-willmar-schwabe-india-arnica-montana-dilution-200-ch.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 4 bottles,₹796,₹557,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/frjgnbamyqfg0btptuk8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Bakson's Gastro Aid Tablet,bottle of 200 tablets,₹500,₹430,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/ex3iunbebomdr7ktptfr/sbl-thuja-gel.jpg"
SBL Berberis Aquifolium Mother Tincture Q,bottle of 30 ml Mother Tincture,₹240,₹206,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/liujtne62ebjhyhxlopi/dr-willmar-schwabe-india-aspidosperma-mother-tincture-q.jpg"
Bakson's Vitamin D Plus Tablet,bottle of 30 tablets,₹160,₹141,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/mxpgyaquvm3nkeo4lmev/bhargava-tumorin-drop.jpg"
SBL Lycopodium Clavatum Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹86,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/n3qi5ccxz0gvtupl1yqy/sbl-influenzinum-dilution-200-ch.jpg"
SBL Magnesia Phosphorica Biochemic Tablet 6X,bottle of 25 gm Biochemic Tablet,₹110,₹77,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/wxljp5wozcge8mqrihst/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
SBL Bio-Combination 21 Tablet,bottle of 25 gm Biocombination Tablet,₹110,₹95,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/uselfprx5jzhssshkcfp/dr-willmar-schwabe-india-echinacea-angustifolia-mother-tincture-q.jpg"
Dr. Reckeweg Arsenicum Album 30 CH Dilution,bottle of 11 ml Dilution,₹135,₹116,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/a340ed233478487abcea0d5a13cc5cb6/dr.-reckeweg-r33-epilepsy-drop.jpg"
Bakson's Magnesium Phosphoricum Biochemic Tablet 6X,bottle of 4500 biochemic tablets,₹720,₹619,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/lxbokdqowv2awrccg81n/bhargava-angel-gloss-complexion-cream.jpg"
Dr. Reckeweg Bio-Combination 21 (BC 21) Tablet,bottle of 20 gm Biocombination Tablet,₹185,₹159,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/frjgnbamyqfg0btptuk8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
SBL Sulphur Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹99,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/r2azmm9tykkzwlrmxezf/haslab-drox-14-goutrin-drop.jpg"
SBL Sabal Serrulata Mother Tincture Q,bottle of 30 ml Mother Tincture,₹280,₹262,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/xlh9zdbocbyyznin6nce/adel-48-itires-drop.jpg"
Dr. Reckeweg R82 Anti Fungal Drop,bottle of 30 ml Drop,₹310,₹296,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/ni7c3xwueyvau88nkq26/dr-willmar-schwabe-india-topi-azadirachta-cream.jpg"
Dr Willmar Schwabe Germany Biofungin Syrup,bottle of 250 ml Syrup,₹847,₹756,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/70d5e6cd9c9f4b4ab16f6d1fc08cba4c/bjain-guatteria-gaumeri-drop.jpg"
New Life Bach Flower Rescue Remedy 30,bottle of 30 ml Dilution,₹125,₹113,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/xclcdzwy4jkpgpnsnlrb/allen-a89-cholesterol-drop.jpg"
New Life NL-2 Blood Urea Creatinin Drop,bottle of 30 ml Drop,₹150,₹104,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/ns4xoewedncgtf5kiyz0/rxhomeo-nux-vomica-pellets-200c.jpg"
SBL Bryonia Alba Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹104,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/rjqg9dwococj8jahd4au/sbl-acidum-phosphoricum-dilution-30-ch.jpg"
SBL Rite-Hite Tablet,bottle of 25 gm Tablet,₹165,₹144,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/gheemvpyg8eozgvhsatv/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
SBL Rauwolfia Serpentina Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹89,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/hzu1p3kgssxul3edrdhz/adel-29-akutur-drop.jpg"
Bakson's Pilgo Tablet,bottle of 200 tablets,₹500,₹388,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/qa9fdbanuxnye3czduew/bakson-s-derm-aid-soap.jpg"
Dr Willmar Schwabe India Cydonia Vulgaris Mother Tincture Q,bottle of 30 ml Mother Tincture,₹275,₹263,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/ygkzwvqveelmulchvyvm/dr.-reckeweg-ruta-graveolens-dilution-200-ch.jpg"
Bakson's Pilgo Tablet,bottle of 75 tablets,₹215,₹185,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/tbc22l3xvovjk25rsbwy/bjain-avena-sativa-mother-tincture-q.jpg"
SBL Terminalia Arjuna Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹90,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/c9c3f5fd022a46a9981fc5aded0087c3/wheezal-jaborandi-hair-treatment-oil.jpg"
SBL Caladium Seguinum Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹95,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/epagztj6byjbzq0quhgu/sbl-graphites-dilution-30-ch.jpg"
SBL Bio-Combination 25 Tablet,bottle of 25 gm Biocombination Tablet,₹110,₹95,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/bducb8zslr9savzc8g0f/bakson-s-mig-aid-tablet.jpg"
Dr. Reckeweg Lycopodium Dilution 200 CH,bottle of 11 ml Dilution,₹160,₹142,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/sw3iigjslpc8blwadmo8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Dr. Reckeweg Lycopodium Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹116,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/t2uatosnamgqboedrtr2/rxhomeo-bryonia-alba-pellets-200c.jpg"
SBL Carbo Vegetabilis Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹86,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/j6ksrlyn6446yqbenfxx/sbl-china-officinalis-dilution-200-ch.jpg"
SBL Homeocal Tablet,bottle of 25 gm Tablet,₹165,₹150,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/tbc22l3xvovjk25rsbwy/bjain-avena-sativa-mother-tincture-q.jpg"
Bakson's Magnesium Phosphoricum Biochemic Tablet 6X,bottle of 250 biochemic tablets,₹120,₹114,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/42ea5450-ef22-4a3d-9e49-2c110a710708/bjain-omeo-allergy-tablet.jpeg"
SBL FP-Tabs Tablet,bottle of 25 gm Tablet,₹165,₹140,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/a71lurjch4vjzo4e6a8e/dr.-reckeweg-r21-reconstituant-drop.jpg"
Dr Willmar Schwabe India Cydonia Vulgaris Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹87,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/rqtj7gdxc4f8gpkf813z/sbl-staphysagria-dilution-30-ch.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),box of 1 Bottle,₹199,₹139,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/kcrpz6gzokgpmxgq9myc/sbl-babchi-oil.jpg"
Dr Willmar Schwabe India Alpha-Coff Cough Syrup,bottle of 100 ml Syrup,₹115,₹108,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/prgnisrvwtxwq6spyqp3/bjain-lycopodium-clavatum-dilution-200-ch.jpg"
SBL Damiana Mother Tincture Q,bottle of 30 ml Mother Tincture,₹150,₹142,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/csvna2n8lswf0smyen3o/dr-willmar-schwabe-india-paeonia-officinalis-mother-tincture-q.jpg"
SBL Bio-Combination 20 Tablet,bottle of 25 gm Biocombination Tablet,₹110,₹95,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/hfjpbyrwpezutyjpugo9/sbl-bio-combination-4-tablet.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 3 bottles,₹597,₹418,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/sgqghnkc27da2wnernfy/dr.-reckeweg-acidum-phosph-dilution-200-ch.jpg"
Bakson's Sinus Aid Tablet,bottle of 75 tablets,₹215,₹185,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/142e3072-66bb-4393-8ca2-b45d01651baf/bjain-omeo-mouth-ulcer-tablet.jpeg"
Bakson's Tonsil Aid Tablet,bottle of 200 tablets,₹500,₹430,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/qrg10olkakz7belbw4ie/sbl-variolinum-dilution-200-ch.jpg"
SBL Passiflora Incarnata Mother Tincture Q,bottle of 30 ml Mother Tincture,₹125,₹113,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/djgbq3ohtp0em5qn7ojc/bakson-b11-pain-drop.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 2 bottles,₹398,₹279,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/aquc8bcnoxm55bvdsd56/bakson-s-silicea-biochemic-tablet-12x.jpg"
Allen A87 Creatinine & Blood Urea Drop,bottle of 30 ml Drop,₹170,₹151,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/hbxdrngazui8y4qro8kq/bjain-terminalia-arjuna-mother-tincture-q.jpg"
SBL Nixocid Tablet,bottle of 25 gm Tablet,₹165,₹136,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/bj7k5wooxafuxkrh6wio/sbl-aurum-muriaticum-natronatum-trituration-tablet-3x.jpg"
Dr. Reckeweg R95 Alfalfa Tonic,bottle of 250 ml Tonic,₹645,₹548,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/dalmucynnamnrasmol6t/sbl-carica-papaya-mother-tincture-q.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 4 bottles,₹796,₹557,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/gslnzsotfkbjybsag9jk/adel-1-apo-dolor-drop.jpg"
Dr. Reckeweg R1 Inflammation Drop,bottle of 22 ml Drop,₹270,₹232,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/i6vpnss1mvrivh2gmsfu/bjain-baryta-carbonica-dilution-30-ch.jpg"
SBL Gymnema Sylvestre Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹90,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/ejwlkm7xcipruj6gzmwx/wheezal-power-up-drop.jpg"
Dr. Reckeweg R18 Kidney And Bladder Drop,bottle of 22 ml Drop,₹270,₹232,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/jo6cfcl7ttqhmc7ev50s/bakson-s-calci-aid-tablet.jpg"
Dr. Reckeweg Aconitum Napellus Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹116,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/tvtr3f13p02jvn6mootj/bakson-s-s-cure-cream.jpg"
Dr. Reckeweg Bio-Combination 6 (BC 6) Tablet,bottle of 20 gm Biocombination Tablet,₹185,₹160,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/n3okzw8mairngdiebseh/bjain-andrographis-paniculata-mother-tincture-q.jpg"
SBL Lycopodium Clavatum Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹82,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/wuelcywawwjdp7bkuwff/sbl-fel-tauri-trituration-tablet-3x.jpg"
Bakson's Homoeopathic Formula 'D' Tablet,bottle of 75 tablets,₹215,₹197,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/ue0fh2i97gsg0dnrzjoi/sbl-aesculus-hippocastanum-dilution-200-ch.jpg"
SBL Fucus Vesiculosus Mother Tincture Q,bottle of 30 ml Mother Tincture,₹150,₹134,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/llf3aymqcrbiy6jlzzmp/dr.-reckeweg-natrum-mur-dilution-200-ch.jpg"
SBL Cineraria Maritima Euphrasia Eye Drop,bottle of 10 ml Eye Drop,₹125,₹115,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/udpudndntjvwpq2a2edd/bjain-phytolacca-berry-mother-tincture-q.jpg"
ADEL 4 Apo-Rheum Drop,bottle of 20 ml Drop,₹295,₹254,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/vz3djc642kbqs2oggaya/bakson-s-wart-aid-tablet.jpg"
SBL Thuja Ointment,tube of 25 gm Ointment,₹75,₹67,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/e7hv0ssb6cqgdwhjzvpx/sbl-agnus-castus-dilution-200-ch.jpg"
Wheezal Mel-X Melasma Tablet,bottle of 30 tablets,₹115,₹104,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/fybktxykfgoxhiqofbve/sbl-aconitum-napellus-dilution-200-ch.png"
Bakson's Homoeopathic Formula 'D' Tablet,bottle of 200 tablets,₹500,₹456,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/dygqqcim4rngfer7artg/dr.-reckeweg-aesculus-hip-dilution-30-ch.jpg"
SBL Alfalfa Malt Energy Stimulant Delicious Chocolate,jar of 450 gm Paste,₹355,₹227,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/wxljp5wozcge8mqrihst/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Dr. Reckeweg Carbo Veg Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹120,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/p0p1tbakpasuqbf1i99a/sbl-phosphorus-dilution-200-ch.jpg"
Wheezal Mel-X Melasma Cream,tube of 25 gm Cream,₹125,₹108,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/gjnmlwno7tnerzwqof26/similia-aconite-dilution-200-ch.jpg"
SBL Tribulus Terrestris Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹85,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/dfe1258c3508485f94f673539e192d54/allen-a90-ovarian-cysts-drop.jpg"
Dr Willmar Schwabe India Alpha-Liv Liver Tonic,bottle of 500 ml Tonic,₹350,₹301,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/frjgnbamyqfg0btptuk8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Hapdco Marks Go Cream,tube of 25 gm Cream,₹110,₹84,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/bkrwktnucioytgvwqoan/dr.-reckeweg-carduus-mar-mother-tincture-q.jpg"
SBL Ferrum Phosphoricum Biochemic Tablet 6X,bottle of 25 gm Biochemic Tablet,₹110,₹95,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/qooc0vhw67p3pskg3e81/sbl-apis-mellifica-dilution-200-ch.jpg"
Dr. Reckeweg R2 Essentia Aurea-Gold Drop,bottle of 22 ml Drop,₹270,₹243,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/rb1uu3xmqwdpavlnjkl2/allen-xcite-dum-drop.jpg"
Dr. Reckeweg R64 Albuminuria Drop,bottle of 22 ml Drop,₹270,₹232,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/70d5e6cd9c9f4b4ab16f6d1fc08cba4c/bjain-guatteria-gaumeri-drop.jpg"
Dr Willmar Schwabe India Sabal Serrulata Mother Tincture Q,bottle of 30 ml Mother Tincture,₹300,₹263,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/3995389271e049c0a93e51110f6dcafa/medisynth-gasgan-pill.jpg"
ADEL 39 Apo-Sciatica Drop,bottle of 20 ml Drop,₹295,₹265,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/vawyeoqiuw4xeyqgpjjx/adel-20-proaller-drop.jpg"
SBL Rhus Toxicodendron Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹88,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/bhpmj8kirutfyzvqlvyw/adel-83-bronchi-pertu-syrup.jpg"
Dr Willmar Schwabe Germany Gastrobin Drop,bottle of 20 ml Drop,₹230,₹198,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/gheemvpyg8eozgvhsatv/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
SBL Arnica Montana Herbal Shampoo With Conditioner,bottle of 200 ml Conditioner,₹180,₹162,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/cpovcbegnhwj2ktco6gz/dr-willmar-schwabe-india-alpha-ha-drop.jpg"
Dr Willmar Schwabe India Crataegus Oxyacantha Mother Tincture Q,bottle of 30 ml Mother Tincture,₹110,₹95,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/fdfmqvsenymcopcds8k1/hapdco-b.ve.-phos-children-tonic.jpg"
SBL Belladonna Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹104,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/ruohzlk3ltvfaug9vcyd/dr.-reckeweg-aspidosperma-mother-tincture-q.jpg"
Dr. Reckeweg R6 Influenza Drop,bottle of 22 ml Drop,₹270,₹232,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/tbc22l3xvovjk25rsbwy/bjain-avena-sativa-mother-tincture-q.jpg"
ADEL 82 Hepat Liver Tonic Drop,bottle of 150 ml Drop,₹485,₹417,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/ldbdevvesb5vavgq7qk4/sbl-janosia-ashoka-mother-tincture-q.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),box of 1 Bottle,₹199,₹139,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/yqawfpoknnz8wwmifzlz/medisynth-kofeez-cough-syrup.jpg"
Medisynth Wartex Cream,tube of 20 gm Cream,₹100,₹98,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/dclygzvfweujqnmzhc4b/dr-willmar-schwabe-india-arnica-montana-dilution-30-ch.jpg"
Bakson's Calcarea Phosphorica Biochemic Tablet 6X,bottle of 4500 biochemic tablets,₹720,₹619,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/sw3iigjslpc8blwadmo8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Bakson's Calcarea Fluorica Biochemic Tablet 6X,bottle of 4500 biochemic tablets,₹720,₹641,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cdwrbuxjph9gkyrojgjr/sbl-symphytum-officinale-mother-tincture-q.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 3 bottles,₹597,₹418,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/fvmxt0ivysdksbmpppbp/sbl-psoralea-corylifolia-mother-tincture-q.jpg"
Dr. Reckeweg R14 Nerve And Sleep Drop,bottle of 22 ml Drop,₹270,₹234,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/upewwfrvye7y2chlsmjc/adel-24-septonsil-drop.jpg"
SBL Aconitum Napellus Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹86,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/42ea5450-ef22-4a3d-9e49-2c110a710708/bjain-omeo-allergy-tablet.jpeg"
Medisynth Pilen Forte Drop,bottle of 30 ml Drop,₹150,₹132,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/yueflqaqtwjlnt7jtqvm/dr-willmar-schwabe-india-hamamelis-virginica-mother-tincture-q.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 2 bottles,₹398,₹279,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/biivbrbd0e9pmhfvtnz3/sbl-jaborandi-hair-oil.jpg"
Dr. Reckeweg Nux Vomica Dilution 200 CH,bottle of 11 ml Dilution,₹160,₹138,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/xlfvgiuaflpqwbrygq8g/sbl-aesculus-hippocastanum-mother-tincture-q.jpg"
SBL Carduus Marianus Mother Tincture Q,bottle of 30 ml Mother Tincture,₹150,₹140,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/prgnisrvwtxwq6spyqp3/bjain-lycopodium-clavatum-dilution-200-ch.jpg"
Haslab Drox 20 Pilovarin Drop,bottle of 30 ml Drop,₹160,₹144,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/i7quzjnq8uxjfqi0rdxm/sbl-alumina-dilution-30-ch.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 4 bottles,₹796,₹557,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/kqyokmd53h06xmh1vumz/sbl-liv-t-tonic.jpg"
SBL Bio-Combination 19 Tablet,bottle of 25 gm Biocombination Tablet,₹110,₹95,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/adek9vetjfq3dy0emq2v/allen-derma-plus-cream.jpg"
SBL Tranquil Tablet,bottle of 25 gm Tablet,₹165,₹145,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/142e3072-66bb-4393-8ca2-b45d01651baf/bjain-omeo-mouth-ulcer-tablet.jpeg"
Bakson's Natrum Sulphuricum Biochemic Tablet 6X,bottle of 250 biochemic tablets,₹120,₹103,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/yfzpxw2jcsbgp8jeba78/adel-85-neu-regen-tonic.jpg"
SBL Echinacea Angustifolia Mother Tincture Q,bottle of 30 ml Mother Tincture,₹220,₹189,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/rmvrwax8xxxnavielkzz/allen-dewarts-cream.jpg"
Dr. Reckeweg Rhus Tox Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹116,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/fww2cjnjvsb7d7q1kdjz/new-life-bach-flower-aspen-30.jpg"
Bangalore Bio-Plasgens Soundarya Complexion Cream,tube of 30 gm Cream,₹110,₹95,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/hbxdrngazui8y4qro8kq/bjain-terminalia-arjuna-mother-tincture-q.jpg"
Dr. Reckeweg R3 Heart Drop,bottle of 22 ml Drop,₹270,₹243,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/ivn9ijkhydd3imzzuvkb/medisynth-aqui-folium-cream.jpg"
SBL Acidum Phosphoricum Mother Tincture Q,bottle of 30 ml Mother Tincture,₹125,₹112,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/uutf5dybadzzkqhjgtjh/dr.-reckeweg-r36-nerves-disease-drop.jpg"
Bakson's Gastro Aid Tablet,bottle of 75 tablets,₹215,₹185,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/tzkyr6y7qosbhnvk2ylr/bakson-s-magnesium-phosphoricum-biochemic-tablet-12x.jpg"
Dr. Reckeweg V-C 15 Forte Tonic,box of 12 tonics,₹1170,₹964,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/i6vpnss1mvrivh2gmsfu/bjain-baryta-carbonica-dilution-30-ch.jpg"
Dr. Reckeweg Thuja Occ Dilution 200 CH,bottle of 11 ml Dilution,₹160,₹138,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/bsug8ud9y3db7bxvfufh/sbl-cantharis-dilution-200-ch.jpg"
SBL Justicia Adhatoda Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹90,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/z1mkvxpy6xfklj80cmvb/dr-willmar-schwabe-india-rhus-toxicodendron-dilution-200-ch.jpg"
